95066	0
95073	0
95075	0
95140	0
95202	0
95203	0
95204	0
95205	0
95206	0
95207	0
95209	0
95210	0
95211	0
95212	0
95215	0
95219	0
95220	0
95227	0
95228	0
95230	0
95231	0
95234	0
95236	0
95237	0
95240	0
95242	0
95252	0
95254	0
95258	0
95301	0
95303	0
95304	0
95306	0
95307	0
95312	0
95313	0
95315	0
95316	0
95317	0
95319	0
95320	0
95322	0
89449	0
89451	0
89511	0
95323	0
95324	0
95325	0
95326	0
95328	0
95329	0
95330	0
95333	0
95334	0
95336	0
95337	0
95338	0
95340	0
95341	0
95348	0
95350	0
95351	0
95354	0
95355	0
95356	0
95357	0
95358	0
95360	0
95361	0
95363	0
95365	0
95366	0
95367	0
95368	0
95369	0
95374	0
95376	0
95377	0
95380	0
95382	0
95385	0
95386	0
95387	0
95388	0
95391	0
95410	0
95412	0
95415	0
95417	0
95420	0
95421	0
95425	0
95427	0
95428	0
95429	0
95432	0
95437	0
95445	0
95449	0
95451	0
95453	0
95454	0
95456	0
95457	0
95459	0
95460	0
95463	0
95466	0
95468	0
95469	0
95470	0
95482	0
95485	0
95488	0
95490	0
95494	0
95497	0
95503	0
95511	0
95514	0
95519	0
95524	0
95525	0
95526	0
95527	0
95528	0
95536	0
95537	0
95540	0
95542	0
95545	0
95546	0
95547	0
95548	0
95549	0
95550	0
95551	0
95552	0
95553	0
95554	0
95555	0
95556	0
95558	0
95559	0
95560	0
95562	0
95563	0
95564	0
95565	0
95568	0
95569	0
95570	0
95571	0
95573	0
95585	0
95587	0
95589	0
95595	0
95602	0
95603	0
95604	0
95605	0
95606	0
95607	0
95608	0
95610	0
95612	0
95614	0
95615	0
95616	0
95618	0
95619	0
95620	0
95621	0
95623	0
95624	0
95626	0
95627	0
95628	0
95629	0
95630	0
95631	0
95632	0
95633	0
95634	0
95635	0
95636	0
95637	0
95638	0
95639	0
95640	0
95641	0
95645	0
95646	0
95648	0
95650	0
95651	0
95652	0
95653	0
95655	0
95658	0
95659	0
95660	0
95661	0
95662	0
95663	0
95664	0
95666	0
95667	0
95668	0
95669	0
95670	0
95672	0
95673	0
95674	0
95675	0
95677	0
95678	0
95679	0
95680	0
95681	0
95682	0
95683	0
95684	0
95686	0
95689	0
95690	0
95691	0
95692	0
95693	0
95694	0
95695	0
95697	0
95698	0
95701	0
95703	0
95709	0
95713	0
95714	0
95715	0
95717	0
95720	0
95721	0
95722	0
95724	0
95726	0
95728	0
95735	0
95736	0
95742	0
95746	0
95747	0
95757	0
95758	0
95762	0
95765	0
95776	0
95811	0
95814	0
95815	0
95817	0
95818	0
95819	0
95820	0
95821	0
95822	0
95823	0
95824	0
95825	0
95826	0
95827	0
95828	0
95829	0
95830	0
95831	0
95832	0
95833	0
95834	0
95835	0
95837	0
95838	0
95841	0
95842	0
95843	0
95864	0
95901	0
95912	0
95914	0
95916	0
95917	0
95918	0
95920	0
95925	0
95928	0
95930	0
95932	0
95937	0
95938	0
95939	0
95941	0
95942	0
95943	0
95945	0
95948	0
95949	0
95950	0
95951	0
95953	0
95954	0
95956	0
95957	0
95959	0
95961	0
95963	0
95965	0
95966	0
95968	0
95969	0
95974	0
95978	0
95981	0
95982	0
95987	0
95991	0
95993	0
96010	0
96021	0
96031	0
96039	0
96046	0
96092	0
96120	0
96140	0
96141	0
96142	0
96143	0
96145	0
96146	0
96148	0
96150	0
96155	0
96161	0
93204	0
93210	0
93230	0
93234	0
93239	0
93242	0
93245	0
93266	0
93426	0
93446	0
93450	0
93451	0
93452	0
93461	0
93513	0
93514	0
93526	0
93546	0
93602	0
93603	0
93605	0
93606	0
93608	0
93609	0
93610	0
93611	0
93612	0
93616	0
93618	0
93619	0
93620	0
93621	0
93622	0
93624	0
93625	0
93626	0
93627	0
93628	0
93630	0
93631	0
93633	0
93634	0
93635	0
93636	0
93637	0
93640	0
93641	0
93643	0
93646	0
93647	0
93648	0
93650	0
93651	0
93652	0
93653	0
93654	0
93656	0
93657	0
93660	0
93662	0
93664	0
93665	0
93667	0
93668	0
93675	0
93701	0
93702	0
93703	0
93704	0
93705	0
93706	0
93710	0
93711	0
93720	0
93721	0
93722	0
93723	0
93725	0
93726	0
93727	0
93728	0
93730	0
93901	0
93905	0
93906	0
93908	0
93920	0
93921	0
93923	0
93924	0
93925	0
93926	0
93927	0
93928	0
93930	0
93932	0
93933	0
93943	0
93950	0
93953	0
93954	0
93955	0
93960	0
93962	0
94020	0
94060	0
